id,age_months,age_years_full,age_years,a_c_order,tb_fb,consis,index,other,belief,condition,sex,experimenter,counterbalancing_order,asp_CoL_order,tb_fb_order,included,incomplete_data,reason_exlusion,Remarks,changed_wrong_live_coding,CQ_object,CQ_location,TQ,CQ_object2,res_t,CQ_location_res,trial
150,51,4,4.26775956284153,FAM,NA,NA,3,"Dropout, weil Testfrage in allen Fam-Trials falsch beantwortet hat",FAM,CoL,m,Eva,38,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in allen Fam-Trials falsche beantwortet,NA,TRUE,1,0,NA,self,q,3
150,51,4,4.26775956284153,FAM,NA,NA,4,"Dropout, weil Testfrage in allen Fam-Trials falsch beantwortet hat",FAM,CoL,m,Eva,38,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in allen Fam-Trials falsche beantwortet,NA,TRUE,1,0,NA,wind,q,4
151,62,5,5.245901639344262,FAM,NA,NA,1,/,FAM,CoL,w,Eva,38,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,1
151,62,5,5.245901639344262,FAM,NA,NA,2,/,FAM,CoL,w,Eva,38,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
152,67,5,5.603825136612022,FAM,NA,NA,1,/,FAM,CoL,w,Eva,26,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
152,67,5,5.603825136612022,FAM,NA,NA,2,/,FAM,CoL,w,Eva,26,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
153,88,7,7.33879781420765,FAM,NA,NA,1,/,FAM,CoL,w,Eva,39,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,1
153,88,7,7.33879781420765,FAM,NA,NA,2,/,FAM,CoL,w,Eva,39,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
154,55,4,4.633879781420765,FAM,NA,NA,1,Dropout (Testfrage in 1. + 4. Fam-Trial falsch),FAM,CoL,w,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,0,NA,wind,q,1
154,55,4,4.633879781420765,FAM,NA,NA,2,Dropout (Testfrage in 1. + 4. Fam-Trial falsch),FAM,CoL,w,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,1,NA,wind,q,2
154,55,4,4.633879781420765,FAM,NA,NA,4,Dropout (Testfrage in 1. + 4. Fam-Trial falsch),FAM,CoL,w,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,0,NA,wind,ü,3
155,79,6,6.5956284153005464,FAM,NA,NA,1,Dropout (wegen Teilnahme an PIntenWi1),FAM,CoL,m,Eva,27,asp_first,fb_first,dropout,no,participated in study 1,NA,NA,TRUE,1,1,NA,wind,ü,1
155,79,6,6.5956284153005464,FAM,NA,NA,2,Dropout (wegen Teilnahme an PIntenWi1),FAM,CoL,m,Eva,27,asp_first,fb_first,dropout,no,participated in study 1,NA,NA,TRUE,1,1,NA,self,q,2
156,52,4,4.407103825136612,FAM,NA,NA,1,Dropout (Testfrage im 1. + 4. Famtrial falsch),FAM,CoL,w,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,0,NA,wind,q,1
156,52,4,4.407103825136612,FAM,NA,NA,2,Dropout (Testfrage im 1. + 4. Famtrial falsch),FAM,CoL,w,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,1,NA,wind,q,2
156,52,4,4.407103825136612,FAM,NA,NA,4,Dropout (Testfrage im 1. + 4. Famtrial falsch),FAM,CoL,w,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,0,NA,wind,ü,3
157,55,4,4.581967213114754,FAM,NA,NA,1,Dropout (Testfrage in 1. + 4. Famtrial falsch),FAM,CoL,m,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,0,NA,wind,q,1
157,55,4,4.581967213114754,FAM,NA,NA,2,Dropout (Testfrage in 1. + 4. Famtrial falsch),FAM,CoL,m,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,1,NA,wind,q,2
157,55,4,4.581967213114754,FAM,NA,NA,4,Dropout (Testfrage in 1. + 4. Famtrial falsch),FAM,CoL,m,Eva,40,CoL_first,tb_first,dropout,no,error in familiarization,Testfrage in 1. + 4. Fam-Trial falsch beantwortet,NA,TRUE,1,0,NA,wind,ü,3
158,50,4,4.2,FAM,NA,NA,1,/,FAM,CoL,w,Eva,40,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,1
158,50,4,4.2,FAM,NA,NA,2,/,FAM,CoL,w,Eva,40,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
159,57,4,4.7650273224043715,FAM,NA,NA,1,/,FAM,CoL,m,Eva,27,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
159,57,4,4.7650273224043715,FAM,NA,NA,2,/,FAM,CoL,m,Eva,27,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
159,57,4,4.7650273224043715,FAM,NA,NA,3,/,FAM,CoL,m,Eva,27,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
