id,age_months,age_years_full,age_years,a_c_order,tb_fb,consis,index,other,belief,condition,sex,experimenter,counterbalancing_order,asp_CoL_order,tb_fb_order,included,incomplete_data,reason_exlusion,Remarks,changed_wrong_live_coding,CQ_object,CQ_location,TQ,CQ_object2,res_t,CQ_location_res,trial
1,59,4,4.9150684931506845,FAM,NA,NA,1,,FAM,CoL,m,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
1,59,4,4.9150684931506845,FAM,NA,NA,2,,FAM,CoL,m,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
1,59,4,4.9150684931506845,FAM,NA,NA,3,,FAM,CoL,m,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
2,59,4,4.947945205479452,FAM,NA,NA,1,pause bei letztem Trial,FAM,CoL,m,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
2,59,4,4.947945205479452,FAM,NA,NA,2,pause bei letztem Trial,FAM,CoL,m,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
2,59,4,4.947945205479452,FAM,NA,NA,3,pause bei letztem Trial,FAM,CoL,m,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
3,57,4,4.758904109589041,FAM,NA,NA,1,,FAM,CoL,w,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
3,57,4,4.758904109589041,FAM,NA,NA,2,,FAM,CoL,w,Isa,1,asp_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
5,73,6,6.16120218579235,FAM,NA,NA,1,,FAM,CoL,w,Isa,17,asp_first,fb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
5,73,6,6.16120218579235,FAM,NA,NA,2,,FAM,CoL,w,Isa,17,asp_first,fb_first,pilot1,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
5,73,6,6.16120218579235,FAM,NA,NA,3,,FAM,CoL,w,Isa,17,asp_first,fb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
6,86,7,7.23224043715847,FAM,NA,NA,1,,FAM,CoL,m,Isa,33,CoL_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
6,86,7,7.23224043715847,FAM,NA,NA,2,,FAM,CoL,m,Isa,33,CoL_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
6,86,7,7.23224043715847,FAM,NA,NA,3,,FAM,CoL,m,Isa,33,CoL_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
7,49,4,4.1530054644808745,FAM,NA,NA,1,,FAM,CoL,w,Isa,33,CoL_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
7,49,4,4.1530054644808745,FAM,NA,NA,2,,FAM,CoL,w,Isa,33,CoL_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
7,49,4,4.1530054644808745,FAM,NA,NA,3,,FAM,CoL,w,Isa,33,CoL_first,tb_first,pilot1,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
8,49,4,4.0956284153005464,FAM,NA,NA,1,NA,FAM,CoL,m,Isa,49,CoL_first,fb_first,dropout,yes,uncooperative behavior/study aborted,"Studie nach 3. testtrial abgebrochen, weil Kind keine Lust mehr hatte",NA,TRUE,1,1,NA,wind,q,1
8,49,4,4.0956284153005464,FAM,NA,NA,2,NA,FAM,CoL,m,Isa,49,CoL_first,fb_first,dropout,yes,uncooperative behavior/study aborted,"Studie nach 3. testtrial abgebrochen, weil Kind keine Lust mehr hatte",NA,FALSE,1,0,FALSE,wind,ü,2
8,49,4,4.0956284153005464,FAM,NA,NA,3,NA,FAM,CoL,m,Isa,49,CoL_first,fb_first,dropout,yes,uncooperative behavior/study aborted,"Studie nach 3. testtrial abgebrochen, weil Kind keine Lust mehr hatte",NA,TRUE,1,1,NA,self,ü,3
9,89,7,7.445355191256831,FAM,NA,NA,1,,FAM,CoL,w,Isa,49,CoL_first,fb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
9,89,7,7.445355191256831,FAM,NA,NA,2,,FAM,CoL,w,Isa,49,CoL_first,fb_first,pilot2,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
9,89,7,7.445355191256831,FAM,NA,NA,3,,FAM,CoL,w,Isa,49,CoL_first,fb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
10,75,6,6.308743169398907,FAM,NA,NA,1,Objekte 2x erst falsch ,FAM,CoL,m,Isa,50,CoL_first,fb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
10,75,6,6.308743169398907,FAM,NA,NA,2,Objekte 2x erst falsch ,FAM,CoL,m,Isa,50,CoL_first,fb_first,pilot2,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
10,75,6,6.308743169398907,FAM,NA,NA,3,Objekte 2x erst falsch ,FAM,CoL,m,Isa,50,CoL_first,fb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
11,78,6,6.502732240437158,FAM,NA,NA,1,"dropout wegen FAM, hatte es aber danach glaube ich schon verstanden",FAM,CoL,w,Isa,1,asp_first,tb_first,pilot2,no,error in familiarization,"hatte sehr viele interessante Erklärungen, aber asp trials zum Teil nicht so klar, was der Pirat jetzt weiß/oder nicht",NA,TRUE,1,1,NA,wind,q,1
11,78,6,6.502732240437158,FAM,NA,NA,2,"dropout wegen FAM, hatte es aber danach glaube ich schon verstanden",FAM,CoL,w,Isa,1,asp_first,tb_first,pilot2,no,error in familiarization,"hatte sehr viele interessante Erklärungen, aber asp trials zum Teil nicht so klar, was der Pirat jetzt weiß/oder nicht",NA,TRUE,1,0,NA,wind,ü,2
11,78,6,6.502732240437158,FAM,NA,NA,3,"dropout wegen FAM, hatte es aber danach glaube ich schon verstanden",FAM,CoL,w,Isa,1,asp_first,tb_first,pilot2,no,error in familiarization,"hatte sehr viele interessante Erklärungen, aber asp trials zum Teil nicht so klar, was der Pirat jetzt weiß/oder nicht",NA,TRUE,1,0,NA,wind,ü,3
12,72,6,6.038251366120218,FAM,NA,NA,1,,FAM,CoL,w,Isa,1,asp_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
12,72,6,6.038251366120218,FAM,NA,NA,2,,FAM,CoL,w,Isa,1,asp_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
12,72,6,6.038251366120218,FAM,NA,NA,3,,FAM,CoL,w,Isa,1,asp_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
13,91,7,7.639344262295082,FAM,NA,NA,1,"2. TB CoL noch verbessert und Antwort zu ""Wind"" geändert",FAM,CoL,m,Isa,34,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
13,91,7,7.639344262295082,FAM,NA,NA,2,"2. TB CoL noch verbessert und Antwort zu ""Wind"" geändert",FAM,CoL,m,Isa,34,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
14,56,4,4.7095890410958905,FAM,NA,NA,1,,FAM,CoL,w,Isa,35,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
14,56,4,4.7095890410958905,FAM,NA,NA,2,,FAM,CoL,w,Isa,35,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
14,56,4,4.7095890410958905,FAM,NA,NA,3,,FAM,CoL,w,Isa,35,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
15,63,5,5.3224043715847,FAM,NA,NA,1,,FAM,CoL,w,Isa,36,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,0,NA,NA,q,1
15,63,5,5.3224043715847,FAM,NA,NA,2,,FAM,CoL,w,Isa,36,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
15,63,5,5.3224043715847,FAM,NA,NA,4,,FAM,CoL,w,Isa,36,CoL_first,tb_first,pilot2,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,3
16,94,7,7.909589041095891,FAM,NA,NA,1,,FAM,CoL,m,Isa,43,CoL_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
16,94,7,7.909589041095891,FAM,NA,NA,2,,FAM,CoL,m,Isa,43,CoL_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
17,77,6,6.456284153005464,FAM,NA,NA,1,"technische Probleme im 10. trial und beim letzten Trial hat Kind gesagt, dass sie sich nicht mehr erinnern konnte wo welches Objekt war -> NA",FAM,CoL,w,Isa,43,CoL_first,tb_first,pilot3,no,NA,trial 10 & trial 12 -> NA; trial 10 technical error,NA,TRUE,1,1,NA,wind,ü,1
17,77,6,6.456284153005464,FAM,NA,NA,2,"technische Probleme im 10. trial und beim letzten Trial hat Kind gesagt, dass sie sich nicht mehr erinnern konnte wo welches Objekt war -> NA",FAM,CoL,w,Isa,43,CoL_first,tb_first,pilot3,no,NA,trial 10 & trial 12 -> NA; trial 10 technical error,NA,TRUE,1,0,NA,wind,q,2
17,77,6,6.456284153005464,FAM,NA,NA,3,"technische Probleme im 10. trial und beim letzten Trial hat Kind gesagt, dass sie sich nicht mehr erinnern konnte wo welches Objekt war -> NA",FAM,CoL,w,Isa,43,CoL_first,tb_first,pilot3,no,NA,trial 10 & trial 12 -> NA; trial 10 technical error,NA,TRUE,1,1,NA,self,q,3
18,52,4,4.404371584699454,FAM,NA,NA,1,,FAM,CoL,w,Isa,43,CoL_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
18,52,4,4.404371584699454,FAM,NA,NA,2,,FAM,CoL,w,Isa,43,CoL_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
19,79,6,6.590163934426229,FAM,NA,NA,1,,FAM,CoL,m,Isa,43,CoL_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
19,79,6,6.590163934426229,FAM,NA,NA,2,,FAM,CoL,m,Isa,43,CoL_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
19,79,6,6.590163934426229,FAM,NA,NA,3,,FAM,CoL,m,Isa,43,CoL_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
20,83,6,6.964383561643835,FAM,NA,NA,1,"1. asp TB trial, Frage CQ_know falsch gestellt --> pragmatisch verwirrend, deswegen besser NA diesen Trial",FAM,CoL,w,Isa,62,CoL_first,fb_first,pilot3,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
20,83,6,6.964383561643835,FAM,NA,NA,2,"1. asp TB trial, Frage CQ_know falsch gestellt --> pragmatisch verwirrend, deswegen besser NA diesen Trial",FAM,CoL,w,Isa,62,CoL_first,fb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
20,83,6,6.964383561643835,FAM,NA,NA,4,"1. asp TB trial, Frage CQ_know falsch gestellt --> pragmatisch verwirrend, deswegen besser NA diesen Trial",FAM,CoL,w,Isa,62,CoL_first,fb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
21,91,7,7.6530054644808745,FAM,NA,NA,1,,FAM,CoL,m,Isa,13,asp_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,self,q,1
21,91,7,7.6530054644808745,FAM,NA,NA,2,,FAM,CoL,m,Isa,13,asp_first,tb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
22,77,6,6.497267759562842,FAM,NA,NA,1,,FAM,CoL,m,Isa,25,asp_first,fb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
22,77,6,6.497267759562842,FAM,NA,NA,2,,FAM,CoL,m,Isa,25,asp_first,fb_first,pilot3,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
23,60,5,5.049180327868853,FAM,NA,NA,1,NA,FAM,CoL,w,Isa,26,asp_first,fb_first,pilot3,yes,NA,"wie dropout zählen, weil kaum Daten",NA,FALSE,1,1,TRUE,wind,ü,1
23,60,5,5.049180327868853,FAM,NA,NA,2,NA,FAM,CoL,w,Isa,26,asp_first,fb_first,pilot3,yes,NA,"wie dropout zählen, weil kaum Daten",NA,FALSE,1,0,TRUE,wind,ü,2
23,60,5,5.049180327868853,FAM,NA,NA,3,NA,FAM,CoL,w,Isa,26,asp_first,fb_first,pilot3,yes,NA,"wie dropout zählen, weil kaum Daten",NA,TRUE,1,1,NA,self,q,3
23,60,5,5.049180327868853,FAM,NA,NA,4,NA,FAM,CoL,w,Isa,26,asp_first,fb_first,pilot3,yes,NA,"wie dropout zählen, weil kaum Daten",NA,TRUE,1,1,NA,wind,q,4
24,62,5,5.185792349726776,FAM,NA,NA,1,"1. CoL trial falsche Seite gesagt, aber richtig markiert; letzter TB CoL Believe frage falsch korrigiert",FAM,CoL,m,Isa,26,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
24,62,5,5.185792349726776,FAM,NA,NA,2,"1. CoL trial falsche Seite gesagt, aber richtig markiert; letzter TB CoL Believe frage falsch korrigiert",FAM,CoL,m,Isa,26,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
24,62,5,5.185792349726776,FAM,NA,NA,3,"1. CoL trial falsche Seite gesagt, aber richtig markiert; letzter TB CoL Believe frage falsch korrigiert",FAM,CoL,m,Isa,26,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
25,56,4,4.685792349726776,FAM,NA,NA,1,,FAM,CoL,m,Isa,41,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
25,56,4,4.685792349726776,FAM,NA,NA,2,,FAM,CoL,m,Isa,41,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
25,56,4,4.685792349726776,FAM,NA,NA,3,,FAM,CoL,m,Isa,41,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
26,86,7,7.2076502732240435,FAM,NA,NA,1,,FAM,CoL,w,Isa,42,CoL_first,tb_first,dropout,no,error in familiarization,2. konsistenten FAM trial falsch,NA,TRUE,1,1,NA,wind,ü,1
26,86,7,7.2076502732240435,FAM,NA,NA,2,,FAM,CoL,w,Isa,42,CoL_first,tb_first,dropout,no,error in familiarization,2. konsistenten FAM trial falsch,NA,TRUE,1,0,NA,wind,ü,2
26,86,7,7.2076502732240435,FAM,NA,NA,3,,FAM,CoL,w,Isa,42,CoL_first,tb_first,dropout,no,error in familiarization,2. konsistenten FAM trial falsch,NA,TRUE,1,0,NA,wind,q,3
27,55,4,4.590163934426229,FAM,NA,NA,1,NA,FAM,CoL,m,Isa,13,asp_first,tb_first,dropout,yes,study aborted,Studie abgebrochen,NA,TRUE,1,0,NA,wind,q,1
27,55,4,4.590163934426229,FAM,NA,NA,2,NA,FAM,CoL,m,Isa,13,asp_first,tb_first,dropout,yes,study aborted,Studie abgebrochen,NA,TRUE,1,1,NA,wind,ü,2
27,55,4,4.590163934426229,FAM,NA,NA,4,NA,FAM,CoL,m,Isa,13,asp_first,tb_first,dropout,yes,study aborted,Studie abgebrochen,NA,TRUE,1,1,NA,self,q,3
28,61,5,5.163934426229508,FAM,NA,NA,1,"2. asp FB trial, falsche believe Frage eingestellt, müsste ü sein",FAM,CoL,m,Isa,42,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
28,61,5,5.163934426229508,FAM,NA,NA,2,"2. asp FB trial, falsche believe Frage eingestellt, müsste ü sein",FAM,CoL,m,Isa,42,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
29,93,7,7.821917808219178,FAM,NA,NA,1,,FAM,CoL,w,Isa,43,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
29,93,7,7.821917808219178,FAM,NA,NA,2,,FAM,CoL,w,Isa,43,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
29,93,7,7.821917808219178,FAM,NA,NA,3,,FAM,CoL,w,Isa,43,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
30,55,4,4.620218579234972,FAM,NA,NA,1,irgendein asp trial believe Frage falsch eingetippt,FAM,CoL,w,Isa,13,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,1
30,55,4,4.620218579234972,FAM,NA,NA,2,irgendein asp trial believe Frage falsch eingetippt,FAM,CoL,w,Isa,13,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
31,72,6,6.057377049180328,FAM,NA,NA,1,,FAM,CoL,w,Isa,14,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
31,72,6,6.057377049180328,FAM,NA,NA,2,,FAM,CoL,w,Isa,14,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
31,72,6,6.057377049180328,FAM,NA,NA,4,,FAM,CoL,w,Isa,14,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
32,94,7,7.854794520547945,FAM,NA,NA,1,,FAM,CoL,w,Isa,15,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
32,94,7,7.854794520547945,FAM,NA,NA,2,,FAM,CoL,w,Isa,15,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
32,94,7,7.854794520547945,FAM,NA,NA,4,,FAM,CoL,w,Isa,15,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
33,62,5,5.183060109289618,FAM,NA,NA,1,,FAM,CoL,m,Isa,16,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
33,62,5,5.183060109289618,FAM,NA,NA,2,,FAM,CoL,m,Isa,16,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
33,62,5,5.183060109289618,FAM,NA,NA,4,,FAM,CoL,m,Isa,16,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
34,75,6,6.3224043715847,FAM,NA,NA,1,,FAM,CoL,m,Isa,44,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
34,75,6,6.3224043715847,FAM,NA,NA,2,,FAM,CoL,m,Isa,44,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
34,75,6,6.3224043715847,FAM,NA,NA,3,,FAM,CoL,m,Isa,44,CoL_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
35,64,5,5.333333333333333,FAM,NA,NA,1,,FAM,CoL,w,Isa,61,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
35,64,5,5.333333333333333,FAM,NA,NA,2,,FAM,CoL,w,Isa,61,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,self,ü,2
35,64,5,5.333333333333333,FAM,NA,NA,3,,FAM,CoL,w,Isa,61,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,3
35,64,5,5.333333333333333,FAM,NA,NA,4,,FAM,CoL,w,Isa,61,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,4
36,88,7,7.33879781420765,FAM,NA,NA,1,,FAM,CoL,m,Isa,25,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
36,88,7,7.33879781420765,FAM,NA,NA,2,,FAM,CoL,m,Isa,25,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
36,88,7,7.33879781420765,FAM,NA,NA,3,,FAM,CoL,m,Isa,25,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
38,71,5,5.991780821917808,FAM,NA,NA,1,,FAM,CoL,w,Isa,28,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
38,71,5,5.991780821917808,FAM,NA,NA,2,,FAM,CoL,w,Isa,28,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
38,71,5,5.991780821917808,FAM,NA,NA,3,,FAM,CoL,w,Isa,28,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
39,79,6,6.631147540983607,FAM,NA,NA,1,,FAM,CoL,w,Isa,3,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
39,79,6,6.631147540983607,FAM,NA,NA,2,,FAM,CoL,w,Isa,3,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
40,79,6,6.609289617486339,FAM,NA,NA,1,,FAM,CoL,w,Isa,17,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
40,79,6,6.609289617486339,FAM,NA,NA,2,,FAM,CoL,w,Isa,17,asp_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,2
41,54,4,4.551912568306011,FAM,NA,NA,1,,FAM,CoL,w,Isa,49,CoL_first,fb_first,main,no,NA,hat sich nochmal bei einer Wunsch Frage korrigiert --> trial raussuchen!,done,TRUE,1,1,NA,wind,q,1
41,54,4,4.551912568306011,FAM,NA,NA,2,,FAM,CoL,w,Isa,49,CoL_first,fb_first,main,no,NA,hat sich nochmal bei einer Wunsch Frage korrigiert --> trial raussuchen!,done,TRUE,1,0,NA,wind,ü,2
41,54,4,4.551912568306011,FAM,NA,NA,3,,FAM,CoL,w,Isa,49,CoL_first,fb_first,main,no,NA,hat sich nochmal bei einer Wunsch Frage korrigiert --> trial raussuchen!,done,TRUE,1,1,NA,self,ü,3
42,93,7,7.816939890710382,FAM,NA,NA,1,,FAM,CoL,w,Isa,50,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
42,93,7,7.816939890710382,FAM,NA,NA,2,,FAM,CoL,w,Isa,50,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
42,93,7,7.816939890710382,FAM,NA,NA,3,,FAM,CoL,w,Isa,50,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
43,59,4,4.920547945205479,FAM,NA,NA,1,,FAM,CoL,w,Isa,51,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,1
43,59,4,4.920547945205479,FAM,NA,NA,2,,FAM,CoL,w,Isa,51,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,2
43,59,4,4.920547945205479,FAM,NA,NA,3,,FAM,CoL,w,Isa,51,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
44,57,4,4.762295081967213,FAM,NA,NA,1,NA,FAM,CoL,m,Isa,4,asp_first,tb_first,main,yes,NA,NA,NA,TRUE,1,1,NA,wind,q,1
44,57,4,4.762295081967213,FAM,NA,NA,2,NA,FAM,CoL,m,Isa,4,asp_first,tb_first,main,yes,NA,NA,NA,TRUE,1,0,NA,wind,q,2
44,57,4,4.762295081967213,FAM,NA,NA,3,NA,FAM,CoL,m,Isa,4,asp_first,tb_first,main,yes,NA,NA,NA,TRUE,1,1,NA,self,ü,3
45,79,6,6.644808743169399,FAM,NA,NA,1,,FAM,CoL,w,Isa,52,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,1
45,79,6,6.644808743169399,FAM,NA,NA,2,,FAM,CoL,w,Isa,52,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,2
46,66,5,5.581967213114754,FAM,NA,NA,1,NA,FAM,CoL,m,Isa,33,CoL_first,tb_first,main,yes,NA,NA,NA,TRUE,1,1,NA,wind,q,1
46,66,5,5.581967213114754,FAM,NA,NA,2,NA,FAM,CoL,m,Isa,33,CoL_first,tb_first,main,yes,NA,NA,NA,TRUE,1,0,NA,wind,ü,2
46,66,5,5.581967213114754,FAM,NA,NA,3,NA,FAM,CoL,m,Isa,33,CoL_first,tb_first,main,yes,NA,NA,NA,TRUE,1,1,NA,self,ü,3
47,83,6,6.936986301369863,FAM,NA,NA,1,,FAM,CoL,m,Isa,6,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
47,83,6,6.936986301369863,FAM,NA,NA,2,,FAM,CoL,m,Isa,6,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
47,83,6,6.936986301369863,FAM,NA,NA,4,,FAM,CoL,m,Isa,6,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
48,37,3,3.1561643835616437,FAM,NA,NA,1,NA,FAM,CoL,w,Isa,54,CoL_first,fb_first,dropout,yes,error in familiarization,NA,NA,TRUE,1,0,NA,wind,ü,1
48,37,3,3.1561643835616437,FAM,NA,NA,2,NA,FAM,CoL,w,Isa,54,CoL_first,fb_first,dropout,yes,error in familiarization,NA,NA,TRUE,1,0,NA,self,ü,2
48,37,3,3.1561643835616437,FAM,NA,NA,3,NA,FAM,CoL,w,Isa,54,CoL_first,fb_first,dropout,yes,error in familiarization,NA,NA,FALSE,1,0,FALSE,self,q,3
48,37,3,3.1561643835616437,FAM,NA,NA,4,NA,FAM,CoL,w,Isa,54,CoL_first,fb_first,dropout,yes,error in familiarization,NA,NA,TRUE,0,1,NA,self,ü,4
49,95,7,7.920547945205479,FAM,NA,NA,1,,FAM,CoL,w,Isa,54,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,ü,1
49,95,7,7.920547945205479,FAM,NA,NA,2,,FAM,CoL,w,Isa,54,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,ü,2
49,95,7,7.920547945205479,FAM,NA,NA,4,,FAM,CoL,w,Isa,54,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,3
50,85,7,7.101092896174864,FAM,NA,NA,1,,FAM,CoL,m,Isa,8,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,q,1
50,85,7,7.101092896174864,FAM,NA,NA,2,,FAM,CoL,m,Isa,8,asp_first,tb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
51,73,6,6.133879781420765,FAM,NA,NA,1,,FAM,CoL,m,Isa,56,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,0,NA,wind,q,1
51,73,6,6.133879781420765,FAM,NA,NA,2,,FAM,CoL,m,Isa,56,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,wind,q,2
51,73,6,6.133879781420765,FAM,NA,NA,4,,FAM,CoL,m,Isa,56,CoL_first,fb_first,main,no,NA,NA,NA,TRUE,1,1,NA,self,ü,3
52,50,4,4.215846994535519,FAM,NA,NA,1,,FAM,CoL,m,Isa,59,CoL_first,fb_first,dropout,no,error in familiarization,NA,NA,TRUE,1,1,NA,wind,ü,1
52,50,4,4.215846994535519,FAM,NA,NA,2,,FAM,CoL,m,Isa,59,CoL_first,fb_first,dropout,no,error in familiarization,NA,NA,TRUE,1,0,NA,wind,q,2
52,50,4,4.215846994535519,FAM,NA,NA,3,,FAM,CoL,m,Isa,59,CoL_first,fb_first,dropout,no,error in familiarization,NA,NA,TRUE,1,0,NA,wind,q,3
