n;sim;p;comp.sign;red.null.p;IE.belief.age.p;IE.belief.age.sign;red.null.sign
108;81;7,71862449173508e-01;FALSE;2,79506544214434e-04;0,00000000000000e+00;TRUE;TRUE
108;82;1,44748979066700e-06;TRUE;1,43533745401242e-03;7,54804253086686e-06;TRUE;TRUE
108;83;5,93399855052785e-04;TRUE;1,14014216056816e-02;4,37777379393174e-04;TRUE;TRUE
108;84;3,66564388071379e-03;TRUE;7,42191221609877e-06;0,00000000000000e+00;TRUE;TRUE
108;85;1,60845515483009e-03;TRUE;3,68128356776311e-06;1,76280550610198e-03;TRUE;TRUE
108;86;7,63871242915197e-06;TRUE;5,31125169017007e-03;1,85898270588210e-05;TRUE;TRUE
108;87;3,39554977262213e-03;TRUE;1,05897523668129e-04;2,04074581756293e-03;TRUE;TRUE
108;88;1,28024635330586e-06;TRUE;8,82026104762421e-04;6,05678715525036e-06;TRUE;TRUE
108;89;7,32212350755871e-08;TRUE;2,24112768130038e-02;6,19056846184470e-07;TRUE;TRUE
108;90;3,44215902723375e-05;TRUE;1,38678015837440e-05;5,13178010595923e-05;TRUE;TRUE
108;91;4,93667097118173e-04;TRUE;5,41558045187405e-08;1,97996100751420e-04;TRUE;TRUE
108;92;1,11058054252697e-04;TRUE;1,05246585402238e-04;1,59701936760712e-04;TRUE;TRUE
108;93;2,10444980465613e-03;TRUE;4,24383736461624e-02;2,15224102322318e-03;TRUE;TRUE
108;94;1,02510684241608e-02;TRUE;6,51746170859798e-10;7,88393221234837e-03;TRUE;TRUE
108;95;3,11068059675478e-03;TRUE;7,94669177292168e-05;2,67158978296533e-03;TRUE;TRUE
108;96;7,06702805342819e-02;FALSE;3,93480948445716e-04;6,37826203928038e-02;FALSE;TRUE
108;97;5,68856327854421e-04;TRUE;1,64968630511689e-04;0,00000000000000e+00;TRUE;TRUE
108;98;1,73728939364153e-03;TRUE;2,35128585038556e-05;1,86959746952067e-03;TRUE;TRUE
108;99;2,23966319625728e-03;TRUE;2,89169037979150e-05;0,00000000000000e+00;TRUE;TRUE
108;100;9,04023444009599e-02;FALSE;3,67299024969175e-05;9,16039064201344e-02;FALSE;TRUE
108;101;4,30793543474586e-04;TRUE;7,56661477224032e-04;6,61428046242511e-04;TRUE;TRUE
108;102;6,43533434203756e-06;TRUE;1,10005113305803e-01;5,16446689644126e-05;TRUE;FALSE
108;103;1,51642180999989e-05;TRUE;2,69844152061483e-05;0,00000000000000e+00;TRUE;TRUE
108;104;7,35791073699840e-02;FALSE;4,62429828211113e-09;6,85017538650306e-02;FALSE;TRUE
108;105;9,18418520946973e-02;FALSE;2,72423709613293e-09;7,44463213029816e-02;FALSE;TRUE
108;106;1,42628560318705e-03;TRUE;3,99941801442683e-06;9,48172372831604e-04;TRUE;TRUE
108;107;1,01718688190761e-05;TRUE;4,97523467991073e-05;2,40294942473151e-05;TRUE;TRUE
108;108;8,01733363970919e-03;TRUE;1,65087725124802e-03;7,03478843657342e-03;TRUE;TRUE
108;109;1,82069834203568e-03;TRUE;1,88215805088805e-04;1,52555878909242e-03;TRUE;TRUE
108;110;1,66264685680414e-06;TRUE;8,69402512641217e-06;1,86435763507772e-06;TRUE;TRUE
108;111;2,27599969739516e-03;TRUE;6,60594682313944e-03;2,05042010082364e-03;TRUE;TRUE
108;112;2,96684741582070e-03;TRUE;1,53364808139008e-04;1,63023788939492e-03;TRUE;TRUE
108;113;4,71859298718349e-02;TRUE;1,14558370511473e-03;4,32384812137460e-02;TRUE;TRUE
108;114;5,28351392568684e-03;TRUE;1,53483807307822e-02;0,00000000000000e+00;TRUE;TRUE
108;115;4,98976776279205e-05;TRUE;4,22369564468975e-05;2,63985056811955e-05;TRUE;TRUE
108;116;7,72999851850821e-02;FALSE;3,23029692558630e-08;6,50836837886377e-02;FALSE;TRUE
108;117;1,40161401996308e-03;TRUE;4,81459004997064e-04;9,20594148344681e-04;TRUE;TRUE
108;118;7,31777833483408e-04;TRUE;1,86996938423432e-07;5,76280744473802e-04;TRUE;TRUE
108;119;1,69508150379189e-01;FALSE;6,10994974831098e-05;1,67557015272168e-01;FALSE;TRUE
108;120;3,10961629995153e-02;TRUE;7,09119083431662e-09;2,90923900167856e-02;TRUE;TRUE
108;121;7,43302762764906e-02;FALSE;4,09563133124805e-04;7,84878306430825e-02;FALSE;TRUE
108;122;7,04222694358224e-05;TRUE;1,61994952755316e-02;3,48221707876489e-05;TRUE;TRUE
108;123;5,67079251128852e-02;FALSE;2,87397153031492e-08;4,83401081771052e-02;TRUE;TRUE
108;124;3,40112890036131e-04;TRUE;1,67018632682365e-05;4,29440819616560e-04;TRUE;TRUE
108;125;6,39772111254909e-03;TRUE;2,40129031035415e-08;3,02547960408994e-03;TRUE;TRUE
108;126;2,03591292236834e-02;TRUE;6,03629501306486e-10;1,51361834179295e-02;TRUE;TRUE
108;127;4,26523660796222e-03;TRUE;2,26641257691377e-02;5,26611506864094e-03;TRUE;TRUE
108;128;1,54805703584305e-01;FALSE;1,16676976055915e-03;1,36516451151063e-01;FALSE;TRUE
108;129;3,51434288308010e-05;TRUE;1,38516681261243e-07;1,37049885754000e-05;TRUE;TRUE
108;130;6,48336221459508e-04;TRUE;6,30230981476120e-03;5,93544197465927e-04;TRUE;TRUE
108;131;9,19571577263916e-01;FALSE;1,01655160255966e-05;9,18938674002746e-01;FALSE;TRUE
108;132;2,24301629669795e-03;TRUE;2,59810088937634e-01;2,80434384900089e-03;TRUE;FALSE
108;133;6,37059327771698e-03;TRUE;3,29183874064521e-06;5,05997323682917e-03;TRUE;TRUE
108;134;3,01334926456427e-04;TRUE;5,68330173484244e-03;3,07868532304465e-04;TRUE;TRUE
108;135;1,19630158054800e-02;TRUE;3,04604959090167e-07;1,18211828354041e-02;TRUE;TRUE
108;136;1,50271766450436e-04;TRUE;1,35601180271702e-04;1,62007953255214e-04;TRUE;TRUE
108;137;8,10655640913876e-01;FALSE;3,79923511706103e-03;8,08274902263191e-01;FALSE;TRUE
108;138;1,04194949677337e-01;FALSE;9,12028508760596e-05;9,89381749306120e-02;FALSE;TRUE
108;139;2,07369055778115e-05;TRUE;8,39673912159433e-02;0,00000000000000e+00;TRUE;FALSE
108;140;2,44436023176327e-01;FALSE;1,59462421332075e-03;2,47689991782468e-01;FALSE;TRUE
108;141;7,73538431738806e-02;FALSE;1,49939496790791e-03;7,58302908061579e-02;FALSE;TRUE
108;142;6,54125359748027e-02;FALSE;4,14494345045236e-05;5,40881387572508e-02;FALSE;TRUE
108;143;2,30771041215077e-03;TRUE;3,83722892999499e-03;2,17773998656048e-03;TRUE;TRUE
108;144;4,52483654276047e-03;TRUE;1,70670668127920e-02;4,32815836378021e-03;TRUE;TRUE
108;145;5,57308951284885e-06;TRUE;2,10784109342268e-06;4,45199958709067e-06;TRUE;TRUE
108;146;1,34807466234355e-04;TRUE;2,83776428678984e-03;2,22651932620184e-04;TRUE;TRUE
108;147;6,43488038037883e-03;TRUE;4,36904053206593e-06;8,44667031468988e-03;TRUE;TRUE
108;148;1,88236251247181e-02;TRUE;2,50586886757623e-03;1,60301771894938e-02;TRUE;TRUE
108;149;3,69240196172111e-04;TRUE;1,72201874540806e-04;2,46953158520804e-04;TRUE;TRUE
108;150;3,71415859266861e-04;TRUE;7,79116630498324e-07;1,48228320978110e-04;TRUE;TRUE
108;151;1,10230778899390e-02;TRUE;3,19542512364493e-05;9,02631697634159e-03;TRUE;TRUE
108;152;7,37050309788891e-04;TRUE;1,40843058460217e-05;5,46686110793175e-04;TRUE;TRUE
108;153;3,13257488814558e-03;TRUE;1,57660572120298e-03;2,22012037248802e-03;TRUE;TRUE
108;154;1,94781494125357e-01;FALSE;7,35338320819949e-07;1,96983638368267e-01;FALSE;TRUE
108;155;8,38833475365281e-02;FALSE;1,48978725714446e-04;7,73142397389091e-02;FALSE;TRUE
108;156;2,46793265674814e-02;TRUE;2,33897259288628e-05;0,00000000000000e+00;TRUE;TRUE
108;157;5,09160934795281e-06;TRUE;3,96666963655960e-05;4,95304484788186e-06;TRUE;TRUE
108;158;1,80272624603330e-02;TRUE;1,12990340422598e-03;1,85526520254820e-02;TRUE;TRUE
108;159;1,37015023308506e-02;TRUE;9,67859120340213e-03;1,15841514306420e-02;TRUE;TRUE
108;160;4,07172177761954e-03;TRUE;6,46343833023814e-08;3,48030231187976e-03;TRUE;TRUE
108;161;4,76665230884774e-02;TRUE;3,56144526898854e-06;4,34838919440433e-02;TRUE;TRUE
108;162;8,51840478040741e-03;TRUE;3,60770244856511e-04;7,78520822674659e-03;TRUE;TRUE
108;163;1,85673939531659e-03;TRUE;1,93690894900929e-04;1,78961421610618e-03;TRUE;TRUE
108;164;2,11226894903700e-04;TRUE;6,35037259012421e-06;2,55180762012539e-04;TRUE;TRUE
108;165;1,11383374697372e-06;TRUE;7,66081065369797e-03;1,49208601962423e-06;TRUE;TRUE
108;166;2,01082613386428e-03;TRUE;3,00100299440429e-05;1,72270813285851e-03;TRUE;TRUE
108;167;4,98968529435962e-07;TRUE;2,23737502917444e-05;1,11156474366180e-06;TRUE;TRUE
108;168;1,69439983339229e-03;TRUE;1,18963419736930e-04;4,86153305544829e-04;TRUE;TRUE
108;169;5,98950603527821e-02;FALSE;2,96409068127234e-05;5,45037078265034e-02;FALSE;TRUE
108;170;1,92064934185668e-03;TRUE;5,55171668492383e-03;2,30713052250243e-03;TRUE;TRUE
108;171;8,00983153841859e-02;FALSE;1,46792513362194e-06;7,05231779790235e-02;FALSE;TRUE
108;172;1,00201328046327e-01;FALSE;1,52106787991457e-04;8,92987313535220e-02;FALSE;TRUE
108;173;9,55297772084524e-05;TRUE;1,25064278676495e-03;1,25444069171636e-04;TRUE;TRUE
108;174;2,94854398104187e-02;TRUE;2,05579631110898e-04;2,01116448026560e-02;TRUE;TRUE
108;175;1,25262671519605e-01;FALSE;1,94802712653118e-02;1,20004122760441e-01;FALSE;TRUE
108;176;9,97453757169233e-04;TRUE;9,11690024882870e-04;9,24769402048710e-04;TRUE;TRUE
108;177;4,65153676886990e-01;FALSE;2,03657539731371e-05;4,60584344432830e-01;FALSE;TRUE
108;178;1,15164850574946e-03;TRUE;1,99792013228214e-03;9,40773641413968e-04;TRUE;TRUE
108;179;1,02708659492688e-05;TRUE;1,43748822768937e-04;1,95276354908692e-05;TRUE;TRUE
108;180;1,15261807596884e-04;TRUE;1,11295759586705e-02;4,58122818578668e-04;TRUE;TRUE
108;181;2,54162519306518e-02;TRUE;2,67546890066358e-03;1,94809768743194e-02;TRUE;TRUE
108;182;2,41367080875244e-04;TRUE;1,14089345191567e-03;1,78474041444015e-04;TRUE;TRUE
108;183;1,20151774286243e-04;TRUE;5,02182305475783e-02;9,28556489940089e-05;TRUE;FALSE
108;184;1,52799633933982e-03;TRUE;1,43795270194769e-06;1,06902212701262e-03;TRUE;TRUE
108;185;6,06313148269788e-03;TRUE;3,52314766022853e-06;2,89118470788108e-03;TRUE;TRUE
108;186;1,32307178247417e-04;TRUE;1,70212760132845e-07;9,71835935434650e-05;TRUE;TRUE
108;187;1,06937048377767e-05;TRUE;5,46643847847010e-02;4,97536943245872e-06;TRUE;FALSE
108;188;1,46264000911782e-03;TRUE;4,60853716735232e-04;1,53678009771259e-03;TRUE;TRUE
108;189;3,49885250655085e-03;TRUE;4,24171073941244e-04;4,89140034967670e-03;TRUE;TRUE
108;190;2,56023495214719e-03;TRUE;8,19037702415262e-05;0,00000000000000e+00;TRUE;TRUE
108;191;5,77296135028141e-03;TRUE;3,63723325633359e-03;0,00000000000000e+00;TRUE;TRUE
108;192;1,32805574818805e-06;TRUE;3,51494442444915e-02;1,64968732367340e-07;TRUE;TRUE
108;193;5,31260031391697e-03;TRUE;3,74895765379688e-05;4,62313841998590e-03;TRUE;TRUE
108;194;1,73860568702132e-01;FALSE;7,74654760951522e-05;1,73987119224793e-01;FALSE;TRUE
108;195;6,38190535469931e-02;FALSE;1,35793365243661e-07;6,68509326692456e-02;FALSE;TRUE
108;196;4,49746059666057e-01;FALSE;1,39938911563404e-06;4,46129247024486e-01;FALSE;TRUE
108;197;2,43961075125664e-01;FALSE;3,37893380691527e-07;2,20507132638790e-01;FALSE;TRUE
108;198;8,07689051733033e-03;TRUE;6,99841620337385e-07;5,74693329886242e-03;TRUE;TRUE
108;199;4,73893290136225e-02;TRUE;7,95093859243443e-06;3,85942687174743e-02;TRUE;TRUE
108;200;5,09993628240679e-02;FALSE;3,69024106197557e-05;4,34802907604881e-02;TRUE;TRUE
108;201;9,05392893640094e-07;TRUE;3,77172108015440e-03;4,22534072735468e-06;TRUE;TRUE
108;202;1,29699492179539e-02;TRUE;1,81277228929961e-01;2,53604198707820e-02;TRUE;FALSE
108;203;2,45993393672969e-05;TRUE;6,00595042153675e-03;1,84604233310001e-05;TRUE;TRUE
108;204;4,34177932863439e-01;FALSE;9,72891610713400e-05;4,26976955176126e-01;FALSE;TRUE
108;205;3,66138485642383e-03;TRUE;2,62280865585006e-07;0,00000000000000e+00;TRUE;TRUE
108;206;1,13153707573398e-03;TRUE;1,31054269844525e-10;4,37927972035448e-04;TRUE;TRUE
108;207;1,80971620736548e-04;TRUE;1,74235411590892e-09;2,27337575384067e-04;TRUE;TRUE
108;208;6,12249157420705e-06;TRUE;4,07741426936749e-10;1,71317803713768e-06;TRUE;TRUE
108;209;9,31254316589328e-02;FALSE;3,65205362468202e-04;8,90966999417910e-02;FALSE;TRUE
108;210;9,75781531536416e-04;TRUE;5,74758683783818e-06;8,64041096734670e-04;TRUE;TRUE
108;211;5,25182884545207e-03;TRUE;1,73296168311534e-05;0,00000000000000e+00;TRUE;TRUE
108;212;2,59214470684241e-02;TRUE;7,91343196436750e-05;0,00000000000000e+00;TRUE;TRUE
108;213;3,33135222024622e-02;TRUE;1,35209155485716e-06;2,46529195273175e-02;TRUE;TRUE
108;214;4,27353462768303e-01;FALSE;2,24439121965527e-03;4,26045550981844e-01;FALSE;TRUE
108;215;2,75382701238142e-02;TRUE;2,17964335572817e-04;2,42737410527338e-02;TRUE;TRUE
108;216;7,85478148865032e-03;TRUE;2,36697283878883e-03;6,96530373723907e-03;TRUE;TRUE
108;217;3,93844394846968e-03;TRUE;3,16426157628984e-07;2,90691252392361e-03;TRUE;TRUE
108;218;7,12373720865484e-02;FALSE;2,65529631407044e-04;6,50993693651395e-02;FALSE;TRUE
108;219;1,97312517393799e-03;TRUE;2,41770757217545e-05;1,22990701286947e-03;TRUE;TRUE
108;220;7,34834476195989e-05;TRUE;7,50261049780133e-04;6,07416464146076e-05;TRUE;TRUE
108;221;5,49512456139491e-03;TRUE;6,24134842426280e-04;0,00000000000000e+00;TRUE;TRUE
108;222;5,82289224777499e-04;TRUE;5,39851055686531e-06;0,00000000000000e+00;TRUE;TRUE
108;223;1,02196015398526e-03;TRUE;1,72552330866709e-05;1,07158378841092e-03;TRUE;TRUE
108;224;1,14859927088884e-02;TRUE;5,27215329256170e-08;1,10025612070741e-02;TRUE;TRUE
108;225;1,38213549298163e-02;TRUE;5,49886078698992e-06;1,56312155152840e-02;TRUE;TRUE
108;226;1,71362902770542e-02;TRUE;5,87317730802870e-06;1,47968370717008e-02;TRUE;TRUE
108;227;2,25132239951322e-03;TRUE;3,28566818466203e-06;9,76459671292626e-04;TRUE;TRUE
108;228;5,60024657949461e-03;TRUE;6,36578577313815e-06;0,00000000000000e+00;TRUE;TRUE
108;229;8,95135221403767e-03;TRUE;6,55333128842788e-04;5,30328416287872e-03;TRUE;TRUE
108;230;5,38804325695166e-01;FALSE;1,19974141001845e-03;5,26183333147590e-01;FALSE;TRUE
108;231;2,21397019070555e-02;TRUE;3,56024599883296e-05;1,97362064052584e-02;TRUE;TRUE
108;232;3,52391947273948e-04;TRUE;3,84486204564319e-06;2,86447192696377e-04;TRUE;TRUE
108;233;4,77737632148909e-03;TRUE;2,28451087235790e-04;4,22267348973654e-03;TRUE;TRUE
108;234;6,75877494241631e-02;FALSE;8,38440785322034e-09;6,52112159705674e-02;FALSE;TRUE
108;235;4,60493582953661e-04;TRUE;1,90081820421175e-06;2,73563972310691e-04;TRUE;TRUE
108;236;6,94236610916163e-05;TRUE;4,19560361710941e-05;1,04218505548875e-04;TRUE;TRUE
108;237;2,69688143816525e-03;TRUE;8,37028490871642e-02;2,39590082646382e-03;TRUE;FALSE
108;238;3,06683579395982e-02;TRUE;9,47241414702650e-03;2,69708989517216e-02;TRUE;TRUE
108;239;3,24793487135001e-02;TRUE;1,93127325240405e-05;2,88187482442933e-02;TRUE;TRUE
108;240;3,74401420784018e-02;TRUE;1,24835508128756e-08;3,79456092647459e-02;TRUE;TRUE
108;241;6,63462355316452e-03;TRUE;3,66893947858102e-05;7,82336372731662e-03;TRUE;TRUE
108;242;4,00070749978165e-02;TRUE;2,01403599376211e-05;3,90177405484889e-02;TRUE;TRUE
108;243;2,45242326718128e-01;FALSE;2,62546050631254e-04;2,36634299909480e-01;FALSE;TRUE
108;244;4,24217490866455e-02;TRUE;3,68545457808203e-03;4,28269979654575e-02;TRUE;TRUE
108;245;2,48814429505509e-03;TRUE;6,31228187659827e-09;1,31753839358407e-03;TRUE;TRUE
108;246;3,08025244656290e-03;TRUE;6,63000958459412e-07;0,00000000000000e+00;TRUE;TRUE
108;247;4,27547730015821e-02;TRUE;2,64524201744806e-03;4,38317766224444e-02;TRUE;TRUE
108;248;3,70947152219922e-03;TRUE;6,64233959047353e-03;5,33692870175927e-03;TRUE;TRUE
108;249;5,39581909116275e-04;TRUE;9,03863021822832e-07;4,91875858263880e-04;TRUE;TRUE
108;250;7,69636482236691e-04;TRUE;5,76480749649122e-06;9,78694474811299e-04;TRUE;TRUE
108;251;5,74935598508933e-04;TRUE;4,02425629234243e-03;0,00000000000000e+00;TRUE;TRUE
108;252;1,76679319967548e-01;FALSE;2,46270639285284e-04;1,69751799225347e-01;FALSE;TRUE
108;253;5,72970108225584e-01;FALSE;5,67672997570335e-05;5,58943364900877e-01;FALSE;TRUE
108;254;1,32784822438641e-02;TRUE;2,57917364064126e-03;1,55445498130824e-02;TRUE;TRUE
108;255;5,91332528995534e-04;TRUE;8,27586984811851e-03;1,14188955298555e-03;TRUE;TRUE
108;256;1,73948342778504e-04;TRUE;6,71123447347914e-05;2,41894266901115e-04;TRUE;TRUE
108;257;2,84108284005148e-03;TRUE;1,13901782622639e-02;4,02215146898935e-03;TRUE;TRUE
108;258;3,53505640149108e-03;TRUE;3,95542115395302e-03;3,63510807756231e-03;TRUE;TRUE
108;259;1,10861778779948e-02;TRUE;2,73053074553702e-05;0,00000000000000e+00;TRUE;TRUE
108;260;2,18479292533240e-02;TRUE;1,59947413726420e-05;1,70263904955839e-02;TRUE;TRUE
108;261;8,33607435563349e-02;FALSE;8,02989863827547e-06;6,73958607584358e-02;FALSE;TRUE
108;262;6,87789108665941e-02;FALSE;2,31314448504767e-07;6,24011075361599e-02;FALSE;TRUE
108;263;9,79651265023624e-03;TRUE;1,55087809983018e-08;5,89758376211829e-03;TRUE;TRUE
108;264;5,56161594937672e-06;TRUE;1,15747409617891e-05;1,17313598899576e-05;TRUE;TRUE
108;265;1,94442466866588e-03;TRUE;5,06138791044784e-04;2,74225605401279e-03;TRUE;TRUE
108;266;3,35633839366010e-03;TRUE;1,21434181544588e-06;2,67240705073833e-03;TRUE;TRUE
108;267;5,41785218670702e-02;FALSE;2,78543290870848e-05;4,43841166621786e-02;TRUE;TRUE
108;268;3,72722116504797e-02;TRUE;1,25975308421455e-02;3,07767689139994e-02;TRUE;TRUE
108;269;9,41050516005618e-07;TRUE;1,65969143780389e-04;1,91125523585489e-06;TRUE;TRUE
108;270;1,11344893591379e-03;TRUE;9,83084735055575e-04;2,30579876386331e-03;TRUE;TRUE
108;271;9,88482028070001e-02;FALSE;2,05891386351929e-08;8,35396754413917e-02;FALSE;TRUE
108;272;1,33033331087813e-01;FALSE;5,72963761510225e-05;1,13298006583272e-01;FALSE;TRUE
108;273;2,80737178466010e-03;TRUE;1,28765613819896e-04;2,28570213633889e-03;TRUE;TRUE
108;274;1,20141836416995e-01;FALSE;1,05563271355073e-02;1,14855842023369e-01;FALSE;TRUE
108;275;2,06474583452855e-01;FALSE;2,25889550501020e-04;2,11160934697908e-01;FALSE;TRUE
108;276;2,55430414270770e-02;TRUE;2,09858158661943e-03;2,75478803225291e-02;TRUE;TRUE
108;277;1,84095568936369e-03;TRUE;4,75374488421367e-04;6,92353906045324e-04;TRUE;TRUE
108;278;4,47191422529545e-03;TRUE;7,42072316648709e-05;6,41949654935674e-03;TRUE;TRUE
108;279;2,49041858570272e-03;TRUE;2,84123582802482e-08;2,61103548706577e-03;TRUE;TRUE
108;280;2,07230670898141e-03;TRUE;2,27007487308532e-05;1,89353822266362e-03;TRUE;TRUE
108;281;1,83455753784707e-04;TRUE;2,63783762932739e-06;1,10916741043354e-04;TRUE;TRUE
108;282;6,19568046101556e-04;TRUE;1,64758290905230e-06;4,07866540683158e-04;TRUE;TRUE
108;283;8,02707662303627e-02;FALSE;4,21699707357412e-05;6,67181850761560e-02;FALSE;TRUE
108;284;5,44813045008505e-03;TRUE;2,22617119663980e-03;4,34303658166354e-03;TRUE;TRUE
108;285;1,50641599850424e-03;TRUE;2,84051680084599e-03;1,93504401287119e-03;TRUE;TRUE
108;286;3,50067955798188e-01;FALSE;2,18818349819556e-04;3,40278015488111e-01;FALSE;TRUE
108;287;7,31836907666761e-02;FALSE;1,89051959869491e-05;7,56692363310436e-02;FALSE;TRUE
108;288;9,63148280595712e-04;TRUE;4,06051078098565e-06;1,10329044727444e-03;TRUE;TRUE
108;289;1,60852008260509e-02;TRUE;5,38558359479799e-07;1,34743134982040e-02;TRUE;TRUE
108;290;9,06531580120599e-04;TRUE;1,29931400571288e-10;4,43217861220881e-04;TRUE;TRUE
108;291;3,92255864498378e-02;TRUE;1,20987969707496e-05;3,44835609228192e-02;TRUE;TRUE
108;292;2,08682768407221e-04;TRUE;1,52582500376908e-03;1,65744748550327e-04;TRUE;TRUE
108;293;1,06999973367222e-04;TRUE;8,60654899491263e-02;3,47672369339338e-04;TRUE;FALSE
108;294;2,31796999142006e-03;TRUE;2,42668926769433e-04;2,08389042901865e-03;TRUE;TRUE
108;295;6,56543773616304e-03;TRUE;2,50022707590382e-06;7,35355897712371e-03;TRUE;TRUE
108;296;7,79797347113014e-03;TRUE;6,10924187748907e-05;0,00000000000000e+00;TRUE;TRUE
108;297;9,16598468723786e-04;TRUE;2,87948472481468e-03;2,27449075710293e-03;TRUE;TRUE
108;298;4,45450074739339e-05;TRUE;5,07071680556435e-01;1,11319702414748e-04;TRUE;FALSE
108;299;1,10968609994179e-02;TRUE;7,72500579069205e-02;1,74220933047164e-02;TRUE;FALSE
108;300;2,53006605811163e-04;TRUE;1,69927116497624e-04;1,48635777089674e-04;TRUE;TRUE
108;301;4,49163073986450e-02;TRUE;4,86716314769259e-05;4,15959295129398e-02;TRUE;TRUE
108;302;2,00297443426948e-03;TRUE;1,57904230050553e-04;2,53014368587004e-03;TRUE;TRUE
108;303;6,31084992046587e-03;TRUE;3,72865402247485e-07;5,82204117413120e-03;TRUE;TRUE
108;304;3,75207161212224e-01;FALSE;4,22028925038811e-06;3,66698090824056e-01;FALSE;TRUE
108;305;3,79932088962820e-02;TRUE;1,91001449527547e-07;2,91958271197664e-02;TRUE;TRUE
108;306;3,07860807265856e-03;TRUE;1,01573918919914e-04;0,00000000000000e+00;TRUE;TRUE
108;307;5,46974855133345e-01;FALSE;8,53625619017889e-07;5,44979926562149e-01;FALSE;TRUE
108;308;7,90173870272381e-04;TRUE;1,84546202873707e-04;3,84276646953273e-04;TRUE;TRUE
108;309;7,22212734739746e-03;TRUE;3,87879633641845e-05;6,18178714035353e-03;TRUE;TRUE
108;310;3,46970308058769e-04;TRUE;4,90157899694995e-04;6,13355476741911e-04;TRUE;TRUE
108;311;7,72436296408122e-03;TRUE;2,31086013163314e-05;0,00000000000000e+00;TRUE;TRUE
108;312;2,26107180260029e-01;FALSE;1,36486494933899e-04;2,16054749714948e-01;FALSE;TRUE
108;313;1,23427513762301e-02;TRUE;1,37218816174273e-03;0,00000000000000e+00;TRUE;TRUE
108;314;1,12283779311731e-03;TRUE;2,71602515610567e-02;1,24499277968024e-03;TRUE;TRUE
108;315;4,77599215288288e-02;TRUE;2,68393010280873e-01;5,16329369823478e-02;FALSE;FALSE
108;316;5,85358490291146e-06;TRUE;4,39870123204546e-06;8,93486122641050e-06;TRUE;TRUE
108;317;1,39385026094985e-03;TRUE;3,40318880733358e-06;8,10859843531509e-04;TRUE;TRUE
108;318;6,79917301312361e-04;TRUE;6,69868834906408e-03;0,00000000000000e+00;TRUE;TRUE
108;319;7,90104442364132e-02;FALSE;1,12563652088086e-07;8,56046135663067e-02;FALSE;TRUE
108;320;3,03436806823813e-01;FALSE;3,68213626274841e-03;2,93894835477675e-01;FALSE;TRUE
108;321;9,58640651931333e-02;FALSE;1,19005324063107e-03;9,12994355617926e-02;FALSE;TRUE
108;322;3,24400290880909e-03;TRUE;1,67752647489810e-04;3,02436812272626e-03;TRUE;TRUE
108;323;1,57985836432599e-01;FALSE;5,89624047718019e-03;1,63549648172740e-01;FALSE;TRUE
108;324;1,17600336032392e-02;TRUE;3,33863607028587e-03;1,22070349837006e-02;TRUE;TRUE
108;325;9,19857021100538e-02;FALSE;1,12148609593943e-09;8,07386081815208e-02;FALSE;TRUE
108;326;3,76831556159096e-02;TRUE;4,35789035443184e-05;3,43656530024125e-02;TRUE;TRUE
108;327;1,29676712078687e-04;TRUE;1,68730652441686e-02;2,57838110033388e-04;TRUE;TRUE
108;328;7,76269991808594e-07;TRUE;1,15312263562333e-03;0,00000000000000e+00;TRUE;TRUE
108;329;1,04944268725825e-03;TRUE;2,23216825368313e-06;5,93391292113416e-04;TRUE;TRUE
108;330;8,69387473677079e-02;FALSE;5,92150868821602e-09;7,36507038624937e-02;FALSE;TRUE
108;331;9,32153461847146e-02;FALSE;8,38208080153390e-09;7,69288713288290e-02;FALSE;TRUE
108;332;3,04372257339939e-05;TRUE;2,05472339473807e-05;2,27416172788663e-05;TRUE;TRUE
108;333;5,21752709068443e-02;FALSE;3,57557170507984e-02;5,42958032050899e-02;FALSE;TRUE
108;334;8,64175888681589e-03;TRUE;1,37709922365098e-03;9,07132211397374e-03;TRUE;TRUE
108;335;8,90399963483608e-01;FALSE;1,67682843931778e-04;8,90149308301695e-01;FALSE;TRUE
108;336;3,90399260232728e-03;TRUE;1,66378400015216e-02;0,00000000000000e+00;TRUE;TRUE
108;337;3,23943196061504e-02;TRUE;5,09613702892691e-06;3,35629993238313e-02;TRUE;TRUE
108;338;6,56437565728796e-02;FALSE;2,22636714507827e-04;6,15185437301512e-02;FALSE;TRUE
108;339;5,26059029954927e-03;TRUE;8,63305086422710e-06;6,68524005818864e-03;TRUE;TRUE
108;340;1,89591640807665e-01;FALSE;7,03658947060648e-06;0,00000000000000e+00;TRUE;TRUE
108;341;4,30627714575305e-01;FALSE;1,96080896239892e-07;0,00000000000000e+00;TRUE;TRUE
108;342;9,13701394808542e-03;TRUE;3,54776748542843e-02;1,09730587740721e-02;TRUE;TRUE
108;343;1,65638325951380e-01;FALSE;5,32702158944506e-05;1,66962136644533e-01;FALSE;TRUE
108;344;3,25291219024865e-04;TRUE;4,34869325311282e-07;2,94718515163492e-04;TRUE;TRUE
108;345;3,46885673436418e-02;TRUE;6,09863073908719e-04;3,73756800493952e-02;TRUE;TRUE
108;346;1,33513125867945e-02;TRUE;2,44537726545421e-05;7,76120487056157e-03;TRUE;TRUE
108;347;1,30079181449735e-01;FALSE;2,79440625183924e-03;1,25649968164890e-01;FALSE;TRUE
108;348;1,64955628766227e-02;TRUE;8,40564163624645e-07;1,02955278138042e-02;TRUE;TRUE
