id;age_years;cb;trial;objects;c_i;res_c;res_t;c_correct;t_correct
123;5,37808219178082;CB_27;2;CX;C;left;wind;1;0
123;5,37808219178082;CB_27;3;CD;C;right;self;1;1
123;5,37808219178082;CB_27;4;CX;I;left;wind;1;1
124;4,70958904109589;CB_28;1;XC;I;right;wind;1;1
124;4,70958904109589;CB_28;2;DC;C;left;wind;1;0
124;4,70958904109589;CB_28;3;XC;C;right;self;1;1
124;4,70958904109589;CB_28;4;DC;I;left;wind;1;1
125;7,10684931506849;CB_31;1;DC;C;left;self;1;1
125;7,10684931506849;CB_31;2;XC;I;right;wind;1;1
125;7,10684931506849;CB_31;3;DC;I;left;wind;1;1
125;7,10684931506849;CB_31;4;XC;C;right;self;1;1
126;5,35342465753425;CB_32;1;CX;C;left;self;1;1
126;5,35342465753425;CB_32;2;CD;I;right;wind;1;1
126;5,35342465753425;CB_32;3;CX;I;left;wind;1;1
126;5,35342465753425;CB_32;4;CD;C;right;self;1;1
127;4,29589041095890;CB_27;1;CD;I;left;wind;0;1
127;4,29589041095890;CB_27;2;CX;C;left;self;1;1
127;4,29589041095890;CB_27;3;CD;C;right;self;1;1
127;4,29589041095890;CB_27;4;CX;I;left;wind;1;1
128;4,28219178082192;CB_26;1;CX;I;left;wind;1;1
128;4,28219178082192;CB_26;2;CD;C;right;wind;1;0
128;4,28219178082192;CB_26;3;CX;C;left;self;1;1
128;4,28219178082192;CB_26;4;CD;I;right;wind;1;1
129;4,79452054794521;CB_23;1;DC;C;left;wind;1;0
129;4,79452054794521;CB_23;2;XC;I;right;wind;1;1
129;4,79452054794521;CB_23;3;DC;I;left;wind;1;1
129;4,79452054794521;CB_23;4;XC;C;right;self;1;1
130;7,58356164383562;CB_20;1;XC;I;right;wind;1;1
130;7,58356164383562;CB_20;2;DC;C;left;wind;1;0
130;7,58356164383562;CB_20;3;XC;C;right;self;1;1
130;7,58356164383562;CB_20;4;DC;I;left;wind;1;1
131;5,31780821917808;CB_19;1;CD;I;right;wind;1;1
131;5,31780821917808;CB_19;2;CX;C;left;wind;1;0
131;5,31780821917808;CB_19;3;CD;C;right;self;1;1
131;5,31780821917808;CB_19;4;CX;I;left;wind;1;1
132;5,90958904109589;CB_18;1;CX;I;left;wind;1;1
132;5,90958904109589;CB_18;2;CD;C;right;wind;1;0
132;5,90958904109589;CB_18;3;CX;C;left;self;1;1
132;5,90958904109589;CB_18;4;CD;I;right;wind;1;1
133;4,79178082191781;CB_15;1;DC;C;left;wind;1;0
133;4,79178082191781;CB_15;2;XC;I;right;wind;1;1
133;4,79178082191781;CB_15;3;DC;I;left;self;1;0
133;4,79178082191781;CB_15;4;XC;C;right;self;1;1
134;4,98904109589041;CB_15;1;DC;C;left;wind;1;0
134;4,98904109589041;CB_15;2;XC;I;right;wind;1;1
134;4,98904109589041;CB_15;3;DC;I;left;wind;1;1
134;4,98904109589041;CB_15;4;XC;C;right;self;1;1
135;6,93972602739726;CB_05;1;CD;C;right;self;1;1
135;6,93972602739726;CB_05;2;CX;I;left;wind;1;1
135;6,93972602739726;CB_05;3;CD;I;right;wind;1;1
135;6,93972602739726;CB_05;4;CX;C;left;self;1;1
136;4,42739726027397;CB_30;1;XC;C;right;wind;1;0
136;4,42739726027397;CB_30;2;DC;I;left;self;1;0
136;4,42739726027397;CB_30;3;XC;I;right;self;1;0
136;4,42739726027397;CB_30;4;DC;C;left;self;1;1
137;7,07945205479452;CB_02;1;CX;I;left;wind;1;1
137;7,07945205479452;CB_02;2;CD;C;right;wind;1;0
137;7,07945205479452;CB_02;3;CX;C;left;self;1;1
137;7,07945205479452;CB_02;4;CD;I;right;wind;1;1
138;4,84109589041096;CB_30;1;XC;C;right;self;1;1
138;4,84109589041096;CB_30;2;DC;I;left;wind;1;1
138;4,84109589041096;CB_30;3;XC;I;right;wind;1;1
138;4,84109589041096;CB_30;4;DC;C;right;self;0;1
139;4,45753424657534;CB_12;1;XC;I;right;wind;1;1
139;4,45753424657534;CB_12;2;DC;C;right;self;0;1
139;4,45753424657534;CB_12;3;XC;C;left;self;0;1
139;4,45753424657534;CB_12;4;DC;I;left;wind;1;1
140;4,41917808219178;CB_30;1;XC;C;right;wind;1;0
140;4,41917808219178;CB_30;2;DC;I;left;wind;1;1
140;4,41917808219178;CB_30;3;XC;I;NA;NA;NA;NA
140;4,41917808219178;CB_30;4;NA;NA;NA;NA;NA;NA
141;4,50958904109589;CB_30;1;XC;C;right;wind;1;0
141;4,50958904109589;CB_30;2;DC;I;left;self;1;0
141;4,50958904109589;CB_30;3;XC;I;right;self;1;0
141;4,50958904109589;CB_30;4;DC;C;left;wind;1;0
142;7,02185792349727;CB_30;1;XC;C;right;wind;1;0
142;7,02185792349727;CB_30;2;DC;I;left;wind;1;1
142;7,02185792349727;CB_30;3;XC;I;right;wind;1;1
142;7,02185792349727;CB_30;4;DC;C;left;self;1;1
143;5,12602739726027;CB_12;1;XC;I;right;wind;1;1
143;5,12602739726027;CB_12;2;DC;C;left;self;1;1
143;5,12602739726027;CB_12;3;XC;C;right;self;1;1
143;5,12602739726027;CB_12;4;DC;I;left;wind;1;1
144;4,73698630136986;CB_13;1;CD;C;right;wind;1;0
144;4,73698630136986;CB_13;2;CX;I;left;wind;1;1
144;4,73698630136986;CB_13;3;CD;I;right;wind;1;1
144;4,73698630136986;CB_13;4;CX;C;left;self;1;1
145;6,42739726027397;CB_17;1;DC;I;left;wind;1;1
145;6,42739726027397;CB_17;2;XC;C;right;self;1;1
145;6,42739726027397;CB_17;3;DC;C;left;self;1;1
145;6,42739726027397;CB_17;4;XC;I;right;wind;1;1
146;6,00819672131148;CB_29;1;CD;C;right;self;1;1
146;6,00819672131148;CB_29;2;CX;I;left;wind;1;1
146;6,00819672131148;CB_29;3;CD;I;right;wind;1;1
146;6,00819672131148;CB_29;4;CX;C;left;self;1;1
147;5,11506849315068;CB_30;1;XC;C;right;wind;1;0
147;5,11506849315068;CB_30;2;DC;I;left;self;1;0
147;5,11506849315068;CB_30;3;XC;I;right;self;1;0
147;5,11506849315068;CB_30;4;DC;C;left;self;1;1
148;5,02459016393443;CB_30;1;XC;C;left;wind;0;0
148;5,02459016393443;CB_30;2;DC;I;left;wind;1;1
148;5,02459016393443;CB_30;3;XC;I;right;wind;1;1
148;5,02459016393443;CB_30;4;DC;C;left;self;1;1
149;7,89863013698630;CB_30;1;XC;C;right;wind;1;0
149;7,89863013698630;CB_30;2;DC;I;left;wind;1;1
149;7,89863013698630;CB_30;3;XC;I;right;wind;1;1
149;7,89863013698630;CB_30;4;DC;C;left;self;1;1
150;5,34246575342466;CB_01;1;DC;I;left;wind;1;1
150;5,34246575342466;CB_01;2;XC;C;right;wind;1;0
150;5,34246575342466;CB_01;3;DC;C;left;self;1;1
150;5,34246575342466;CB_01;4;XC;I;right;wind;1;1
151;5,34246575342466;CB_02;1;CX;I;left;wind;1;1
151;5,34246575342466;CB_02;2;CD;C;right;wind;1;0
151;5,34246575342466;CB_02;3;CX;C;left;self;1;1
151;5,34246575342466;CB_02;4;CD;I;left;self;0;0
152;5,04371584699454;CB_02;1;CX;I;left;wind;1;1
152;5,04371584699454;CB_02;2;CD;C;right;self;1;1
152;5,04371584699454;CB_02;3;CX;C;left;self;1;1
152;5,04371584699454;CB_02;4;CD;I;right;wind;1;1
153;4,80547945205479;CB_03;1;CD;I;right;wind;1;1
153;4,80547945205479;CB_03;2;CX;C;left;self;1;1
153;4,80547945205479;CB_03;3;CD;C;right;self;1;1
153;4,80547945205479;CB_03;4;CX;I;left;wind;1;1
154;6,31780821917808;CB_04;1;XC;I;right;wind;1;1
154;6,31780821917808;CB_04;2;DC;C;left;self;1;1
154;6,31780821917808;CB_04;3;XC;C;right;self;1;1
154;6,31780821917808;CB_04;4;DC;I;left;wind;1;1
155;6,03278688524590;CB_07;1;DC;C;left;self;1;1
155;6,03278688524590;CB_07;2;XC;I;right;wind;1;1
155;6,03278688524590;CB_07;3;DC;I;left;wind;1;1
155;6,03278688524590;CB_07;4;XC;C;right;self;1;1
156;7,86849315068493;CB_10;1;CX;I;left;wind;1;1
156;7,86849315068493;CB_10;2;CD;C;right;self;1;1
156;7,86849315068493;CB_10;3;CX;C;left;wind;1;0
156;7,86849315068493;CB_10;4;CD;I;right;wind;1;1
157;6,41369863013699;CB_13;1;CD;C;right;wind;1;0
157;6,41369863013699;CB_13;2;CX;I;left;wind;1;1
157;6,41369863013699;CB_13;3;CD;I;right;wind;1;1
157;6,41369863013699;CB_13;4;CX;C;left;self;1;1
158;5,22739726027397;CB_17;1;DC;I;left;wind;1;1
158;5,22739726027397;CB_17;2;XC;C;right;wind;1;0
158;5,22739726027397;CB_17;3;DC;C;left;self;1;1
158;5,22739726027397;CB_17;4;XC;I;right;wind;1;1
159;5,54794520547945;CB_19;1;CD;I;right;wind;1;1
159;5,54794520547945;CB_19;2;CX;C;left;self;1;1
159;5,54794520547945;CB_19;3;CD;C;right;self;1;1
159;5,54794520547945;CB_19;4;CX;I;left;wind;1;1
160;4,33424657534247;CB_25;1;DC;I;right;wind;0;1
160;4,33424657534247;CB_25;2;XC;C;right;wind;1;0
160;4,33424657534247;CB_25;3;DC;C;left;self;1;1
160;4,33424657534247;CB_25;4;XC;I;right;wind;1;1
161;7,07377049180328;CB_29;1;CD;C;right;wind;1;0
161;7,07377049180328;CB_29;2;CX;I;left;wind;1;1
161;7,07377049180328;CB_29;3;CD;I;right;wind;1;1
161;7,07377049180328;CB_29;4;CX;C;left;self;1;1
162;7,36986301369863;CB_25;1;DC;I;left;wind;1;1
162;7,36986301369863;CB_25;2;XC;C;right;wind;1;0
162;7,36986301369863;CB_25;3;DC;C;left;self;1;1
162;7,36986301369863;CB_25;4;XC;I;right;wind;1;1
163;4,43287671232877;CB_02;1;CX;I;left;wind;1;1
163;4,43287671232877;CB_02;2;CD;C;right;wind;1;0
163;4,43287671232877;CB_02;3;CX;C;left;self;1;1
163;4,43287671232877;CB_02;4;CD;I;right;wind;1;1
164;7,23561643835616;CB_03;1;CD;I;right;wind;1;1
164;7,23561643835616;CB_03;2;CX;C;left;NA;1;NA
164;7,23561643835616;CB_03;3;CD;C;right;self;1;1
164;7,23561643835616;CB_03;4;CX;I;left;wind;1;1
165;4,12841530054645;CB_05;1;CD;C;left;wind;0;0
165;4,12841530054645;CB_05;2;CX;I;left;wind;1;1
165;4,12841530054645;CB_05;3;CD;I;right;wind;1;1
165;4,12841530054645;CB_05;4;CX;C;left;self;1;1
166;5,16712328767123;CB_07;1;DC;C;left;self;1;1
166;5,16712328767123;CB_07;2;XC;I;right;wind;1;1
166;5,16712328767123;CB_07;3;DC;I;left;wind;1;1
166;5,16712328767123;CB_07;4;XC;C;left;self;0;1
167;7,69315068493151;CB_08;1;CX;C;left;wind;1;0
167;7,69315068493151;CB_08;2;CD;I;right;wind;1;1
167;7,69315068493151;CB_08;3;CX;I;left;wind;1;1
167;7,69315068493151;CB_08;4;CD;C;right;self;1;1
168;5,46575342465753;CB_07;1;DC;C;left;wind;1;0
168;5,46575342465753;CB_07;2;XC;I;right;wind;1;1
168;5,46575342465753;CB_07;3;DC;I;left;wind;1;1
168;5,46575342465753;CB_07;4;XC;C;right;self;1;1
169;5,17808219178082;CB_08;1;CX;C;left;wind;1;0
169;5,17808219178082;CB_08;2;CD;I;right;wind;1;1
169;5,17808219178082;CB_08;3;CX;I;left;wind;1;1
169;5,17808219178082;CB_08;4;CD;C;right;self;1;1
170;7,40821917808219;CB_10;1;CX;I;left;wind;1;1
170;7,40821917808219;CB_10;2;CD;C;right;wind;1;0
170;7,40821917808219;CB_10;3;CX;C;left;self;1;1
170;7,40821917808219;CB_10;4;CD;I;right;wind;1;1
